source,target
459,391545
459,392533
459,392741
459,394916
459,395452
459,399701
459,581184
459,458086
459,458087
459,458088
459,458105
459,467299
459,467300
489317,489321
489317,489323
489317,489324
489317,489328
489317,489329
489317,489332
489317,489334
489317,489326
489317,489327
60,454660
1327,184677
421776,195909
421776,439872
421776,215753
1234,402617
866,234836
182215,546845
111518,480307
542210,551600
542210,566601
541968,541979
541968,541978
541968,541969
541968,541976
541968,541970
541968,541974
541968,541972
541968,541973
541968,541971
541968,541977
541968,541975
555044,555045
15907,211192
15907,186256
15907,79595
15907,236239
459208,103839
409643,50682
542105,1080911
182245,442972
179570,537143
179570,1071285
203398,267925
203398,267928
203398,267931
203398,267932
203398,267933
203398,267936
203398,267937
542082,1084358
555807,1084550
1744,513145
1744,1059233
1744,107528
1744,507821
1744,520930
1744,545361
81517,81049
262253,148466
1276,1733
1276,391716
1276,1068004
1004921,1004934
1004921,1004929
1004921,1004928
1004921,1063815
1004921,1004939
1004921,1004937
1004921,1004933
1004921,1004922
1004921,1004938
1004921,1004924
1004921,1004923
1004921,1004932
1004921,1004927
1004921,1004926
1004921,1004930
1004921,1004931
1004921,1004936
1004921,1004925
1004921,1004935
1004921,1085043
454310,454660
454310,454688
454310,454692
454310,454659
454310,1005018
454310,1005053
454310,541722
454310,542832
454310,505215
454310,1005054
454310,1067737
454310,541725
454310,1005019
454310,543939
454310,454323
454310,454670
454310,482775
454310,478610
454310,542174
454310,576612
454310,1005056
454310,1005057
454310,568599
454310,454687
454310,1005055
454310,454680
454310,454669
454310,454685
454310,551849
454310,454324
454310,454658
454310,454655
454310,454320
454310,574386
454310,454318
454310,1005058
454310,542032
86790,542797
86790,258849
542727,1088106
199947,1068731
199947,398664
199947,394262
199947,398987
1002355,1050847
1042090,1052910
522693,525492
522693,525493
522693,525494
204893,396582
204893,394523
204893,389700
564304,565233
564304,565234
564304,565230
1032,394096
1032,39394
1032,400534
1032,400413
542252,542253
542252,560981
542252,470485
541937,541938
541937,1003532
541937,1003535
541937,541939
541937,391789
541937,1085231
216152,535129
216152,242726
561830,575192
561830,575186
561830,575188
561830,575191
53727,1084640
53727,1082445
53727,1084639
1063660,484763
1063660,484762
1002194,1002195
1002194,1005810
1002194,1002202
1002194,1005812
1002194,1002200
1002194,1002199
1002194,1002205
1002194,1002204
1002194,1005811
1002194,1002196
1002194,1002201
1002194,1005813
1002194,1005814
1002194,1002197
1002194,1002203
1002194,1002206
1002194,1002198
